eDISK_ID,Name,CUI,Background,Safety,Mechanism of action,Source Material,Common Names,MSKCC_Name,NHP_Name,DSLD_Name,DDSAE_Name,Twitter_Name,SuppKG_Name,SuppAI_Name,EHR_Name
DSI003581,magnesium gluconate,C0126777,,,,,MAGNESIUM (AS GLUCONATE) | Magnesium D-gluconate (1:2) dihydrate | Magnesium D-gluconate (1:2) hydrate | mineral supplements magnesium gluconate,,Magnesium gluconate,,,,,C0126777,
DSI003582,Apisinum,,,,,Gently dried venom,,,Apisinum,,,,,,
DSI003583,Hydrargyrum bicyanatum,,,,,Mercury (II) cyanide,,,Hydrargyrum bicyanatum,,,,,,
DSI003584,4-deoxy-B-D-gluc-enuronosyl-(1-3)-N-acetyl-D-galactosamine-4-sulfohydrolase,,,,,,,,4-deoxy-B-D-gluc-enuronosyl-(1-3)-N-acetyl-D-galactosamine-4-sulfohydrolase,,,,,,
DSI003585,ascorbyl palmitate,C0049690,,,,,ascorbyl palmitate | palmitate ascorbyl | ascorbate 6-palmitate | vitamin C-palmitate | ascorbic acid-6-O-palmitate | Asc-6-O-palmitate | Asc6Plm,,Ascorbyl Palmitate,,,,,C0049690,
DSI003586,Radix Stemonae,,,,,Root,,,Radix Stemonae,,,,,,
DSI003587,Lumbricus rubellus,,,,,Whole insect,,,Lumbricus rubellus,,,,,,
DSI003588,Syztgium aromaticum,,,,,Flower buds,,,Syztgium aromaticum,,,,,,
DSI003589,Cholesterolum,,,,,Sheep wool fat,,,Cholesterolum,,,,,,
DSI003590,Viburnum lantana,C0446295,,,,Buds,,,Viburnum lantana,Viburnum lantana,,,,,
DSI003591,Pimenta dioica,C1947961,,,,Fruit,,,Pimenta dioica,Allspice,,,,,
DSI003592,fish oil concentrate,C1725291,,,,Sardine oil | Sardine body oil,,,Fish oil concentrate | Wild fish oil concentrate,,FISH OIL CONCENTRATE,,,,
DSI003593,Syphilinum / syphilis nosode,C0885808,,,,Extractions from syphilitic cankers of untreated patients,,,Syphilinum,,,,,,
DSI003594,Veronicae herba,,,,,Grass(es),,,Veronicae herba,,,,,,
DSI003595,Mercurius iodatus flavus,C0392418,,,,Mercurous iodide,,,Mercurius iodatus flavus,,,,,,
DSI003596,Pfaffia paniculata,C2618261,,,,Root,,,Pfaffia paniculata | Pfaffia Paniculata,,,,,,
DSI003597,Aralia nudicaulis,C1082799,,,,Root extract,,,Aralia nudicaulis,,,,,,
DSI003598,Armilariella mellea,,,,,Whole,,,Armilariella mellea,,,,,,
DSI003599,Sepiella inermis,,,,,Internal shell,,,Sepiella inermis,,,,,,
DSI003600,Clematis erecta,C4733954,,,,Leaves and young flowering twigs,,,Clematis erecta,,,,,,
DSI003601,Calculus bovis/Moschus/Olibanum/Myrrha Capsule,C4053490,,,,Bos taurus - Gallstone | Bos taurus - Gallstone (dried),,,Calculus bovis | Calculus Bovis,,,,,,
DSI003602,Dryobalanops aromatica,C1024808,,,,Resin,,,Dryobalanops aromatica,,,,DC1024808,,
DSI003603,Kalium stibyltartaricum,,,,,Potassium di-µ-tartratobis [antimonate(III)] trihydrate,,,Kalium stibyltartaricum,,,,,,
DSI003604,Hydrargyrum sulfuratum rubrum,,,,,Red mercury sulfide,,,Hydrargyrum sulfuratum rubrum,,,,,,
DSI003605,thyme oil,C0304119,,,,,,,Thyme oil,,,,,,
DSI003606,Cayenne pepper homeopathic preparation,C0885181,,,,Fruit,,,capsicum minimum,,,,,,
DSI003607,grindelia camporum,C1509492,,,,,,,Grindelia camporum,,,,,,
DSI003608,Barium carbonicum,,,,,Barium carbonate,,,Barium carbonicum,,,,,,
DSI003609,yeast,C0717551,,,,Yeast | Dried yeast,,,Yeast | Dried yeast,Baker's Yeast | Red Yeast | Yeast (unspecified) | Yeast,,,DC0717551,,
DSI003610,Mercurius bijodatus,,,,,Mercury (II) iodide,,,Mercurius bijodatus,,,,,,
DSI003611,betula,C0330312,,,,Stem bark,,,Betula,,,,DC0330312,,
DSI003612,dicarboxylic acid,C0012063,,,,Sodium citrate,,,"2-Hydroxypropane-1,2,3-tricarboxylic acid",,,,,,
DSI003613,yeast extract,C0873195,,,,Yeast,,,Yeast extract,,,,,,
DSI003614,Agastache,C1007993,,,,Aerial parts,,,Agastache,Agastache,,,,,
DSI003615,Scutellaria baicalensis root extract,C3256092,,,,,,,Baical skullcap root,,,,,,
DSI003616,Balsamorhiza sagittata,C1463914,,,,Root,,,Balsamorhiza sagittata,,,,,,
DSI003617,calcium lactate,C0108121,,,,Calcium lactate,CALCIUM (AS LACTATE) | Calcium lactate product | Ca lactate | Product containing calcium lactate | calcium 2-hydroxypropanoate | Calcium dilactate | Calcium 2-hydroxypropanoate (1:2) | Hemicalcium L-lactate | 2-Hydroxypropanoic acid calcium salt | mineral supplements calcium lactate,,Calcium lactate,,,,,C0108121,
DSI003618,green tea extract,C1704263,,,,Camellia sinensis (Green tea) leaf,"Tea, Green Extract | GREEN TEA | Tea, Green, Polyphenols | extract green tea | extracts green tea | Camellia Sinensis (Green Tea) Extract | Tea Extract | Green Tea Polyphenols",,Green tea extract,,,,,C1704263,
DSI003619,Bulbus Fritillariae Cirrhosae,,,,,Bulb,,,Bulbus Fritillariae Cirrhosae,,,,,,
DSI003620,Radix Adenophorae,,,,,Root,,,Radix Adenophorae,,,,,,
DSI003621,bakumondo-to,C0527811,,,,Seed(s),,,Semen Oryzae,,,,,,
DSI003622,Lavendula angustifolia (Lavender) flower/leaf/stem,,,,,Flower,,,Lavendula angustifolia (Lavender) flower/leaf/stem,,,,,,
DSI003623,"1,4-a-D-glucan glucanohydrolase",,,,,Aspergillus flavus var. oryzae,,,"1,4-a-D-glucan glucanohydrolase",,,,,,
DSI003624,dibasic calcium phosphate,C0795598,,,,,,,Dibasic calcium phosphate,Methylcobalamin Dicalcium Phosphate,,,,,
DSI003625,manganese sulfate,C0065649,,,,Manganese sulfate,,,Manganese sulfate,Manganese sulfate,,,,,
DSI003626,sodium selenite,C0142923,,,,,"Selenious acid, disodium salt | Selenious Acid Disodium Salt | Disodium Selenite | Selenous Acid Disodium Salt | Selenous Acid, Disodium Salt | mineral supplements sodium selenite | Disodium Selenium Trioxide | Selenious Acid, Sodium Salt (1:2)",,Sodium selenite,,,,,C0142923,
DSI003627,Acidum benzoicum e resina,,,,,Benzoic acid,,,Acidum benzoicum e resina,,,,,,
DSI003628,"Lithium benzoicum, homeopathic preparation",C1542314,,,,Lithium benzoate,,,Lithium benzoicum,,,,,,
DSI003629,Saccharomyces,,,,,CNCM I-1079,,,Saccharomyces,Saccharomyces,,,,,
DSI003630,gamma-tocopherol,C0017054,,,,Vegetable oil,".GAMMA.-TOCOPHEROL | Gamma tocopherol | Gamma tocopherol product | gamma tocopherols | Product containing gamma tocopherol | 3,4-Dihydro-2,7,8-trimethyl-2-(4,8,12-trimethyltridecyl)-2H-1-benzopyran-6-ol | 2,7,8-trimethyl-2-(4,8,12-trimethyltridecyl)chroman-6-ol",,Gamma-Tocopherol,,,,DC0017054,C0017054,
DSI003631,Ocimum basilicum ex herba,,,,,Aerial parts,,,Ocimum basilicum ex herba,,,,,,
DSI003632,Oleum carvi,,,,,"Whole, dry mericarp",,,Oleum carvi,,,,,,
DSI003633,Lactobacillus reuteri RC-14,,,,,ATCC 55845,,,Lactobacillus reuteri RC-14,,,,,,
DSI003634,Lactobacillus rhamnosus GR-1,,,,,ATCC 55826,,,Lactobacillus rhamnosus GR-1,,,,,,
DSI003635,Marsdenia cundurango,C4441896,,,,Stem bark,,,Marsdenia cundurango,,,,,,
DSI003636,Pancreatinum suis,,,,,Powder,,,Pancreatinum suis,,,,,,
DSI003637,(E)-N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnon-6-enamide,,,,,Capsicum annuum - fruit,,,(E)-N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnon-6-enamide,,,,,,
DSI003638,"agkislysin, Agkistrodon acutus",C1530494,,,,Whole body,,,Agkistrodon acutus,,,,,,
DSI003639,Aquilaria agallocha,C3925616,,,,Resin,,,Aquilaria agallocha,,,,,,
DSI003640,Hagenomyia micans,,,,,Larva body,,,Hagenomyia micans,,,,,,
DSI003641,ferric sulfate,C0060246,,,,Ferric Sulfate,,,Ferric sulfate,,,,DC0060246,,
DSI003642,propanol,C0001964,,,,,,,Propanol,,,,DC0001964,,
DSI003643,3-O-Methyl-D-chiroinositol,,,,,Glycine Max,,,3-O-Methyl-D-chiroinositol,,,,,,
DSI003644,hyoscyamus,C0982208,,,,Fresh whole flowering plant,HYOSCYAMUS | Hyoscyamus niger Leaf | hyoscyamus preparations | Black Henbane Leaf,,Hyoscyamus,,,,DC0331199,C0982208,
DSI003645,Capsicum oleoresin,C0770959,,,,"Ripe, dried fruits | nan",,,Oleoresin of Capsicum | Capsicum oleoresin | Oleoresin capsicum,,,,,,
DSI003646,Evodiae pteleaefolia,,,,,Root,,,Evodiae pteleaefolia,,,,,,
DSI003647,calcium d-glucarate,C0771997,,,,Calcium D-glucarate,,,Calcium d-glucarate | Calcium D-glucarate,Calcium d-Glucarate,,,,,
DSI003648,Selenicereus grandiflorus subsp. grandiflorus,C5713566,,,,,,,Selenicereus grandiflorus,,,,,,
DSI003649,gastric mucins,C0017135,,,,Porcine stomach linings,,,Gastric mucin,,,,DC0017135,,
DSI003650,vicia faba,C0330788,,,,Seed(s),,,Vicia faba,Broad Bean,,,DC0330788,,
DSI003651,Glucoheptonate de magnésium,,,,,,,,Glucoheptonate de magnésium,,,,,,
DSI003652,Campylotropis trigonoclada,C5267425,,,,Root,,,Campylotropis trigonoclada,,,,,,
DSI003653,lemon extract,C0939864,,,,,Citrus limon / lemon | lemons | citrus limon/lemon,,Lemon Extract,,,,DC0939864,C0939864,
DSI003654,Sodium Lauryl Ether Sulphate,,,,,,,,Sodium Lauryl Ether Sulphate,,,,,,
DSI003655,benzyl alcohol,C0005100,,,,,,,Benzyl Alcohol | Alpha-hydroxytoluene,benzyl alcohol,,,DC0005100,,
DSI003656,copper HVP chelate,C1337319,,,,Rice,,,Copper HVP chelate,,,,,,
DSI003657,Hydolyzed clam flesh,,,,,Mercenaria mercenaria,,,Hydolyzed clam flesh,,,,,,
DSI003658,manganese HVP chelate,C1370262,,,,Rice,,,Manganese (HVP) chelate,,,,,,
DSI003659,Bidens pilosa,C0697045,,,,Whole plant(s),,,Bidens pilosa,Bidens pilosa | Jessica's Sticktight | Spanish Needle,,,,,
DSI003660,mucopolysaccharide polysulfate,C0066923,,,,Porcine intestinal mucosa,,,Mucopolysaccharide polysulfate,,,,DC0066923,,
DSI003661,Liquid Phenol 90%,,,,,,,,Liquid Phenol 90%,,,,,,
DSI003662,Sulfur iodatum,,,,,Sulfur iodide,,,Sulfur iodatum,,,,,,
DSI003663,cocillana,C0301270,,,,,,,Cocillana,,,,DC0301270,,
DSI003664,Guarea rusbyi,C0330945,,,,"Écorce tige, racine et feuilles",,,Guarea rusbyi,,,,,,
DSI003665,licorice root,C0770612,,,,Root | nan | Root extract,,,Licorice Root | Licorice root | Glycyrrhiza glabra (Licorice) root extract,,,,,,
DSI003666,Cortex phellodendri,,,,,Bark,,,Cortex phellodendri,,,,,,
DSI003667,Geranium Thumbergii,,,,,Herb(s),,,Geranium Thumbergii,,,,,,
DSI003668,Helleborus viridis,C0330263,,,,,"Helleborus viridis | Hellebore, Green | HELLEBORUS VIRIDIS WHOLE | Green hellebore",,Helleborus viridis,,,,,C0330263,
DSI003669,Kalium nitricum,,,,,Potassium nitrate,,,Kalium nitricum,,,,,,
DSI003670,Euspongia officinalis,,,,,Roasted marine sponge,,,Euspongia officinalis,,,,,,
DSI003671,Juniperus communis e fructibus siccatis,,,,,Berries,,,Juniperus communis e fructibus siccatis,,,,,,
DSI003672,Camphora camphora (L.) Karst.,,,,,,,,Camphora camphora (L.) Karst.,,,,,,
DSI003673,Hydroxymatairesinol Lignana,,,,,Potassium acetate,,,Hydroxymatairesinol Lignana,,,,,,
DSI003674,Cocillana composée,,,,,,,,Cocillana composée,,,,,,
DSI003675,Balsam tolu,C0163641,,,,,,,Balsam tolu,Tolu Balsam,,,DC0163641,,
DSI003676,Pin blanc composee,,,,,,,,Pin blanc composee,,,,,,
DSI003677,Cephaelis ipecacuanha preparation,C0994437,,,,Rhizome and root(s),,,Cephaelis ipecacuanha,,,,,,
DSI003678,artichoke,C0453108,,,,Leaf/Leaves,,,Artichoke | Artichaut,Artichoke,Artichoke,,,,
DSI003679,bile extract,C0772090,,,,,,,Bile extract,,,,,,
DSI003680,sodium oleate,C0069678,,,,,,,Sodium oleate,,,,DC0069678,,
DSI003681,Picea rubens,C0996603,,,,Branch bark,,,Picea rubens,Red Spruce,,,DC0996603,,
DSI003682,Rubus chamaemorus,C1020475,,,,Fruit,,,Rubus chamaemorus,,,,DC1020475,,
DSI003683,Dactylopius coccus whole extract,C3695986,,,,Fertilized females,,,Dactylopius coccus,,,,,,
DSI003684,Trionyx sinensis,,,,,,,,Trionyx sinensis,,,,,,
DSI003685,methenamine,C0025638,,,,Methenamine,,,"Methenamine | 1,3,5,7-Tetraazatricyclo(3.3.1.13,7)decane",,,,DC0025638,,
DSI003686,methylcobalamin,C0065844,,,,,,,Methylcobalamin,Methylcobalamin | Vitamin B12 (methylcobalamin),,,DC0065844,,
DSI003687,Larrea mexicana,,,,,Leaves and young branches,,,Larrea mexicana,,,,,,
DSI003688,Okoubaka,C1920191,,,,Dried bark from branches,,,Okoubaka,,,,,,
DSI003689,fluoride ion,C0677517,,,,,,,Fluoride ion,,,,,,
DSI003690,Pinus palustris/other pinus species,,,,,Whole plant(s),,,Pinus palustris/other pinus species,,,,,,
DSI003691,Lonicera nigra,C2301308,,,,,,,Lonicera nigra,,,,,,
DSI003692,Sesamum indicum Peptide KM-20,,,,,Sesamum indicum seed,,,Sesamum indicum Peptide KM-20,,,,,,
DSI003693,Arctium <Arctiinae>,C1096751,,,,Root,,,Bardane,,,,,,
DSI003694,"PrtS protein, Streptococcus thermophilus",C1431995,,,,A-336,,,Streptococcus thermophilus,Streptococcus Thermophilus,,,,,
DSI003695,Betonica officinalis,C4724120,,,,Aerial parts,,,Betonica officinalis,,,,,,
DSI003696,Acer campestre,C1025735,,,,Buds,,,Acer campestre,Field Maple,,,,,
DSI003697,Beta-glucanase,C2365105,,,,Trichoderma longibrachiatum - Whole,,,beta-Glucanase,Beta-Glucanase | Beta Glucanase | Glucanase,,,,,
DSI003698,tomato allergenic extract,C2702402,,,,Lycopersicon esculentum - fruit,,,Tomato extract,,,,,C2702402,
DSI003699,codonopsis,C0949994,,,,Dried root(s),,,Codonopsis,Codonopsis,,,DC0949994,,
DSI003700,Ampelopsis veitchii,,,,,Jeunes pousses,,,Ampelopsis veitchii,,,,,,
DSI003701,fish liver oil,C0016156,,,,Haddock liver,,,Fish liver oil,Fish Liver oil,,,,,
DSI003702,Cedrus libani,C1187827,,,,Young shoots,,,Cedrus libani,Cedrus libani,,,,,
DSI003703,Ulmus campestris,C1198984,,,,Buds,,,Ulmus campestris,,,,,,
DSI003704,Tilia tomentosa,C1058651,,,,Buds,,,Tilia tomentosa,,,,DC1058651,,
DSI003705,Syringa vulgaris,C1004999,,,,Buds,,,Syringa vulgaris,,,,DC1004999,,
DSI003706,malt,C0024651,,,,Hordeum vulgare,,,Malt,,,,DC0024651,,
DSI003707,zinc undecylenate,C0301331,,,,,,,Zinc Undecylenate,,,,,,
DSI003708,Aranea diadema,C3486397,,,,Entire animal,,,Aranea diadema,,,,,,
DSI003709,gliadin,C0017622,,,,Triticum aestivum seed,,,Gliadin,Gliadin,,,DC0017622,,
DSI003710,Rubus Spp.,,,,,Whole fruit,,,Rubus Spp.,,,,,,
DSI003711,Vaccinium spp.,,,,,Berries,,,Vaccinium spp.,,,,,,
DSI003712,Sequoia gigantea (homeopathic remedy),C1965837,,,,,,,Sequoia gigantea,,,,,,
DSI003713,Cornus sanguinea,C1922012,,,,Buds,,,Cornus sanguinea,Cornus sanguinea,,,,,
DSI003714,Alnus incana,C0330322,,,,Buds,,,Alnus incana,,,,DC0330322,,
DSI003715,Glucosamine Sulfate*KCl,,,,,,,,Glucosamine Sulfate*KCl,,,,,,
DSI003716,Saussurea lappa,C0950130,,,,Root,,,Saussurea lappa,,,,,,
DSI003717,SierrasSil® Mineral complex,,,,,Clay,,,SierrasSil® Mineral complex,,,,,,
DSI003718,Cercis siliquastrum,C1014891,,,,Buds,,,Cercis siliquastrum,,,,,,
DSI003719,cucurbita,C0330477,,,,Seed(s),,,Cucurbita,,,,DC0330477,,
DSI003720,Flower polen extract,,,,,Zea mays (Whole),,,Flower polen extract,,,,,,
DSI003721,Tabebuia avellanedae,C4505484,,,,Bark,,,Tabebuia avellanedae,,,,,,
DSI003722,Musa spp Ab.IgG,C1115719,,,,Fruit concentrate,,,Musa spp.,,,,,,
DSI003723,Eclipta alba,C5026052,,,,Whole,,,Eclipta alba,,,,,,
DSI003724,Balsamum tolutanum / myroxylon toluifera balsam,C1161353,,,,Resin,,,Myroxylon toluifera,,,,,,
DSI003725,Lactuca serriola,C0331370,,,,Herb,,,Lactuca serriola,,,,,,
DSI003726,"aluminum hydroxide, dried (USP)",C0282045,,,,,,,Dried Aluminum Hydroxide gel,,,,,,
DSI003727,benzoin,C0005070,,,,Gum resin from bark,"BENZOIN, (+/-)- | Ethanone, 2-hydroxy-1,2-diphenyl- | Benzoin absolute | Benzoin resin, unspecified | 2-hydroxy-1,2-diphenylethanone",,Benzoin,Benzoin | Resin (unspecified),,,DC0005070,C0005070,
DSI003728,"Lanolin, anhydrous",C0302228,,,,Wool grease | Sheep wool,,,"Lanolin, anhydrous | Anhydrous lanolin",,,,,,
DSI003729,cajeput oil,C0376274,,,,Leaf/Leaves | Melaleuca twig leafy,Oil of cajuput | CAJEPUT | cajeput oil | Calamus Volatile Oil,,Cajeput oil | Cajuput Oil,,,,DC0376274,C0376274,
DSI003730,calcium hydroxide,C0006701,,,,,,,Calcium Hydroxide,,,,DC0006701,,
DSI003731,calamine powder,C0774744,,,,,,,Calamine Powder,,,,,,
DSI003732,aluminum potassium sulfate,C0137988,,,,Alumen,,,Aluminum potassium sulfate,,,,,,
DSI003733,Dextranase,C0011805,,,,Chaetomium erraticum,,,Dextranase,,,,DC0011805,,
DSI003734,mutanase,C0129369,,,,Bacillus circulans,,,Mutanase,,,,DC0129369,,
DSI003735,Sweet almond seed extract,,,,,,,,Sweet almond seed extract,,,,,,
DSI003736,Red bone marrow,,,,,Bone meal,,,Red bone marrow,,,,,,
DSI003737,Hedysarum polybotrys,C1057532,,,,Root,,,Hedysarum polybotrys,,,,,,
DSI003738,Canis lupus familiaris hair extract,C2702346,,,,Testes,,,Canis familiaris,,,,,,
DSI003739,Passer Montanus,,,,,Body,,,Passer Montanus,,,,,,
DSI003740,Platanus orientalis,C1059173,,,,Buds,,,Platanus orientalis,,,,,,
DSI003741,Eriogonum ovalifolium,C3583572,,,,Flower,,,Eriogonum ovalifolium,,,,,,
DSI003742,Apomorphinum hydrochloricum,,,,,Apomorphine hydrochloride,,,Apomorphinum hydrochloricum,,,,,,
DSI003743,fluorine,C0016330,,,,Sodium fluoride,,,Fluorine,Fluorine,,,,,
DSI003744,Lycosa,,,,,Spider,,,Lycosa,,,,,,
DSI003745,Clematis recta,C2823396,,,,Fresh aerial part collected at flowering time,,,Clematis Recta,,,,,,
DSI003746,7-beta-ribofuranosylhypoxanthine,C0244846,,,,,,,9-beta-D-Ribofuranosylhypoxanthine,,,,,,
DSI003747,ornithine alpha-ketoglutarate,C0134110,,,,,,,Ornithine alpha-ketoglutarate,Ornithine ketoglutarate | Ornithine alpha-ketoglutarate,,,DC0134110,,
DSI003748,Sambucus nigra subsp. cerulea fruit extract,C4084533,,,,Berries,,,Sambucus nigra fruit extract,,,,,,
DSI003749,Ligustrum vulgare,C0331021,,,,Jeunes pousses,,,Ligustrum vulgare,,,,DC0331021,,
DSI003750,Acacia senegal gum,C2093618,,,,Gum,,,Acacia Senegal Gum,,,,,,
DSI003751,sodium iron(III)gluconate,C0142871,,,,Gluconate,,,Gluconate iron,,,,,,
DSI003752,ammonium lactate,C0718495,,,,,,,Ammonium lactate,,,,DC0718495,,
DSI003753,Galium odoratum,C1005901,,,,Aerial parts | Whole plant gathered shortly before flowering,GALIUM ODORATUM WHOLE | Galium odoratum (L.) Scop. | Asperula odorata,,Galium odoratum | Asperula odorata,,,,,C1005901,
DSI003754,Helichrysum arenarium,C1673848,,,,Flower,,,Helichrysum arenarium,,,,,,
DSI003755,Cepa vulgaris Renault,,,,,Bulbe mûr,,,Cepa vulgaris Renault,,,,,,
DSI003756,naphthalene,C0027378,,,,,,,Naphthalene,,,,DC0027375,,
DSI003757,"sodium phosphate, monobasic, anhydrous",C1165377,,,,,,,"Sodium Phosphate, Monobasic (anhydrous)",,,,,,
DSI003758,"sodium phosphate, dibasic, heptahydrate",C0724570,,,,,,,"Sodium phosphate, dibasic, heptahydrate",,,,,,
DSI003759,Alumen / potash alum,C0885062,,,,,,,Alumen,,,,,,
DSI003760,citric acid anhydrous,C0725616,,,,Corn,"ANHYDROUS CITRIC ACID | CITRIC ACID,ANHYDROUS",,Citric Acid Anhydrous,,,,,C0725616,
DSI003761,Toxicodendron quercifolium,C0330961,,,,Fresh young not yet lignified shoots with leaves,,,Toxicodendron quercifolium,,,,DC0330961,,
DSI003762,Lithothamnion calcareum f. corallioides,,,,,Whole plant,,,Lithothamnion calcareum f. corallioides,,,,,,
DSI003763,Polygonum hydropiperoides,C2301977,,,,Whole plant(s),,,Polygonum hydropiperoides,,,,,,
DSI003764,Centaurea cyanus,C1009546,,,,Petal,,,Centaurea cyanus,,,,,,
DSI003765,Lung,,,,,Bovine,,,Lung,Lung,,,,,
DSI003766,Passer montanus saturatus,,,,,Whole body,,,Passer montanus saturatus,,,,,,
DSI003767,Magnolia glauca / sweet magnolia,C0885559,,,,Flower,,,Magnolia glauca,,,,,,
DSI003768,Capsella bursa-pastoris extract,C0771939,,,,Whole plant,,,Thlaspi bursa pastoris,,,,,,
DSI003769,hydrolyzed wheat protein,C1725669,,,,Hydrolyzed wheat protein,,,Hydrolyzed wheat protein,,,,,,
DSI003770,Natrum bromatum,,,,,Sodium bromide trituration,,,Natrum bromatum,,,,,,
DSI003771,pegademase bovine,C0164674,,,,Bovine,,,Bovine,,,,,,
DSI003772,"Balsamum peruvianum, homeopathic preparation",C1542292,,,,Balsam,,,Balsamum peruvianum,,,,,,
DSI003773,"Ethanaminium, 2-hydroxy-N,N,N-trimethyl-, salt with 2-hydroxy-1,2,3-propanetricarboxylic acid (1:1)",,,,,Choline dihydrogen citrate,,,"Ethanaminium, 2-hydroxy-N,N,N-trimethyl-, salt with 2-hydroxy-1,2,3-propanetricarboxylic acid (1:1)",,,,,,
DSI003774,Commiphora abyssinica,,,,,Gum resin,,,Commiphora abyssinica,,,,,,
DSI003775,Salix purpurea,C1032339,,,,Bark,SALIX PURPUREA WHOLE | Salix caesifolia | Purpleosier Willow | Purple osier,,Salix purpurea,,,,,C1032339,
DSI003776,Pericarpium Citri Reticulatae,,,,,Ripe fruit peel,,,Pericarpium Citri Reticulatae,,,,,,
DSI003777,Cicada periostracum extract,C2826083,,,,Slough,,,Periostracum Cicadae,Cicada,,,,,
DSI003778,Aegopodium podagraria,C0995143,,,,Aerial parts,,,Aegopodium podagraria,Bishop's Weed,,,,,
DSI003779,Antennaria dioica,C1014382,,,,Flower,,,Gnaphalium dioicum,,,,,,
DSI003780,Pterocarpus santalinus,C3381197,,,,Dried Wood,,,Pterocarpus santalinus,,,,,,
DSI003781,Spongilla lacustris extract,C3486742,,,,Sponge,,,Spongilla lacustris,,,,,,
DSI003782,Zincum isovalerianicum,,,,,Zincum isovalerianicum,,,Zincum isovalerianicum,,,,,,
DSI003783,Pinus strobus bark extract,C3488955,,,,Bark,,,Pinus Strobus Bark Extract,,,,,,
DSI003784,3-amino-1-propanesulfonic acid,C0062961,,,,Tramiprosate | nan,homotaurine | 3-amino-1-propanesulfonic acid | 3-aminopropanesulfonic acid | 3-APS | 3-aminopropylsulfonic acid,,3-amino-1-propanesulfonic acid | 3-Amino-1-propanesulfonic acid,Homotaurine,,,DC0062961,C0062961,
DSI003785,meso-zeaxanthin,C3884591,,,,,,,meso-Zeaxanthin,,,,,,
DSI003786,allyl isothiocyanate,C0051231,,,,Brassica nigra seed,allylsenevol | allylisothiocyanate | 3-isothiocyanatoprop-1-ene,,Allyl isothiocyanate,allyl isothiocyanate,,,DC0051231,C0051231,
DSI003787,Pseudolarix amabilis,C0996617,,,,Bark,,,Pseudolarix amabilis,,,,,,
DSI003788,Chromium kali sulphuricum,,,,,Chromium (III) potassium sulfate,,,Chromium kali sulphuricum,,,,,,
DSI003789,Curcuma xanthorrhiza,C1482071,,,,Rhizome,,,Curcuma xanthorrhiza,,,,,,
DSI003790,Disodium tetraborate decahydrate,,,,,Borax,,,Disodium tetraborate decahydrate,,,,,,
DSI003791,"endo-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",,,,,Borneol,,,"endo-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",,,,,,
DSI003792,Lamiophlomis rotata,C2767525,,,,Herb(s),,,Lamiophlomis rotata,,,,,,
DSI003793,Myricaria germanica,C1476619,,,,Branchlet,,,Myricaria germanica,,,,,,
DSI003794,soy protein,C0074926,,,,Soy Bean,,,Soy protein,Soy Protein,,,DC0074926,,
DSI003795,Bupleuri chinense,,,,,Root,,,Bupleuri chinense,,,,,,
DSI003796,Knautia arvensis,C1048822,,,,Aerial parts,,,Knautia arvensis,,,,,,
DSI003797,Parietaria officinalis,C1000585,,,,Plante entière,,,Parietaria officinalis,,,,,,
DSI003798,"Baryta iodata, homeopathic preparation",C1542357,,,,Barium iodide,,,Baryta iodata,,,,,,
DSI003799,Opuntia streptacantha,C1943813,,,,Leaf,,,Opuntia streptacantha,Opuntia streptacantha,,,,,
DSI003800,diol,C0017945,,,,,,,"17beta-(1-Methyl-3-carboxypropyl)etiocholane-3alpha,12alpha-diol",17a-ethyl-estr-5(6)-ene-3B-diol,,,DC0017945,,
DSI003801,Rutacea sinensis,,,,,Whole plant,,,Rutacea sinensis,,,,,,
